分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,00763000253578     ,6061004            ,50208224 ,PV01 , 1303 ,                20 ,车削                    ,0.0  , 150.0 ,
器械         ,00763000253578     ,6061004            ,50208224 ,PV01 , 1303 ,                30 ,数控铣                   ,0.2  ,   1.0 ,
器械         ,00763000253585     ,6061005            ,50208232 ,PV01 , 1303 ,                10 ,车削                    ,0.0  , 450.0 ,
器械         ,00763000253615     ,6061011            ,50208306 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000253615     ,6061011            ,50208306 ,PV01 , 1303 ,                20 ,车削                    ,0.0  ,  40.0 ,
器械         ,00763000253615     ,6061011            ,50208306 ,PV01 , 1303 ,                30 ,数控铣                   ,0.2  ,   1.0 ,
器械         ,00763000273804     ,3606201            ,50197063 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000292195     ,NAV6061013         ,50211072 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000293598     ,8530627            ,50210064 ,PV01 , 1303 ,                10 ,线切割（可外协）              ,0.75 ,   2.0 ,
器械         ,00763000293598     ,8530627            ,50210064 ,PV01 , 1303 ,                20 ,数控铣                   ,0.85 ,   9.0 ,
器械         ,00763000672645     ,7570922            ,50257703 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000672669     ,7570909            ,50257702 ,PV01 , 1303 ,                50 ,车削                    ,0.0  ,       ,
器械         ,00763000672669     ,7570909            ,50257702 ,PV01 , 1303 ,                60 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00763000674410     ,9870013            ,50270980 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000679408     ,9870004            ,50272439 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000679422     ,9870012            ,50272223 ,PV01 , 1303 ,                10 ,纵切                    ,0.65 ,  24.0 ,
器械         ,00763000684396     ,7570022            ,50257701 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703578     ,4000017            ,50268429 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703585     ,4000018            ,50268430 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703592     ,4010010            ,50270982 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703608     ,4010011            ,50270983 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703615     ,4010012            ,50270984 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703622     ,4010013            ,50270985 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703639     ,4010014            ,50270986 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703646     ,4010015            ,50270987 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703653     ,4010016            ,50270988 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703660     ,4010017            ,50270989 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703677     ,4010018            ,50270990 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703684     ,4020013            ,50268431 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703691     ,4020014            ,50268432 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703707     ,4020015            ,50268433 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703714     ,4020016            ,50268434 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703721     ,4020017            ,50268435 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703738     ,4020018            ,50268436 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703745     ,4000016            ,50268428 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703752     ,3990008            ,50268411 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703769     ,3990009            ,50268412 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703776     ,3990010            ,50268413 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703783     ,3990011            ,50268414 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703790     ,3990012            ,50268415 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703806     ,3990013            ,50268416 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703813     ,3990014            ,50268417 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703820     ,3990015            ,50268418 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703837     ,3990016            ,50268419 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703844     ,3990017            ,50268420 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703851     ,3990018            ,50268421 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703868     ,4000010            ,50268422 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703875     ,4000011            ,50268423 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703882     ,4000012            ,50268424 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703899     ,4000013            ,50268425 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703905     ,4000014            ,50268426 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000703912     ,4000015            ,50268427 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000711993     ,6550042            ,50256070 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000711993     ,6550042            ,50256070 ,PV01 , 1303 ,                50 ,线切割                   ,0.7  ,   2.0 ,
器械         ,00763000712006     ,6550043            ,50256056 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  , 840.0 ,
器械         ,00763000712006     ,6550043            ,50256056 ,PV01 , 1303 ,                70 ,车削（可外协）               ,0.0  , 840.0 ,
器械         ,00763000712006     ,6550043            ,50256056 ,PV01 , 1303 ,                80 ,数控铣                   ,0.75 ,   2.5 ,
器械         ,00763000712020     ,6550045            ,50256055 ,PV01 , 1303 ,                30 ,车削（可外协）               ,0.0  , 840.0 ,
器械         ,00763000712020     ,6550045            ,50256055 ,PV01 , 1303 ,                70 ,车削（可外协）               ,0.0  , 840.0 ,
器械         ,00763000712020     ,6550045            ,50256055 ,PV01 , 1303 ,                80 ,数控铣                   ,0.75 ,   2.5 ,
器械         ,00763000720063     ,9565008            ,50254591 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000720063     ,9565008            ,50254591 ,PV01 , 1303 ,                70 ,线切割                   ,0.72 ,   2.5 ,
器械         ,00763000837082     ,5596055            ,50252753 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,00763000864637     ,4360002            ,50257711 ,PV01 , 1303 ,                20 ,数控铣                   ,0.65 ,   2.0 ,
器械         ,00763000864637     ,4360002            ,50257711 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   4.0 ,
器械         ,00763000864651     ,4360513            ,50257717 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000864668     ,4360520            ,50257718 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000864798     ,4360030            ,50257712 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   9.0 ,
器械         ,00763000864798     ,4360030            ,50257712 ,PV01 , 1303 ,                40 ,线切割                   ,0.82 ,   2.0 ,
器械         ,00763000864798     ,4360030            ,50257712 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,00763000864804     ,4360035            ,50257713 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,00763000864804     ,4360035            ,50257713 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864804     ,4360035            ,50257713 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   7.5 ,
器械         ,00763000864811     ,4360040            ,50257714 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   8.0 ,
器械         ,00763000864811     ,4360040            ,50257714 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864811     ,4360040            ,50257714 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,00763000864828     ,4360045            ,50257715 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,  10.0 ,
器械         ,00763000864828     ,4360045            ,50257715 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864828     ,4360045            ,50257715 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   7.0 ,
器械         ,00763000864835     ,4361316            ,50257719 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   5.5 ,
器械         ,00763000864835     ,4361316            ,50257719 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864835     ,4361316            ,50257719 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   5.0 ,
器械         ,00763000864842     ,4362025            ,50257721 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,00763000864842     ,4362025            ,50257721 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864842     ,4362025            ,50257721 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,00763000864859     ,4362230            ,50257722 ,PV01 , 1303 ,                10 ,数控铣                   ,0.8  ,   6.5 ,
器械         ,00763000864859     ,4362230            ,50257722 ,PV01 , 1303 ,                40 ,线切割                   ,0.8  ,   2.0 ,
器械         ,00763000864859     ,4362230            ,50257722 ,PV01 , 1303 ,                50 ,数控铣                   ,0.8  ,   5.0 ,
器械         ,00763000864910     ,905-825            ,50268279 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000878245     ,2151130            ,50271476 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000878269     ,2152130            ,50270981 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000884512     ,7080907            ,50270991 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000884550     ,7080918            ,50271473 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000884789     ,6481000            ,50271474 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000884956     ,7080930            ,50270975 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000885199     ,9790904            ,50273408 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000885243     ,9790970            ,50273883 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000910990     ,4680018            ,50257093 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000959968     ,3606177            ,50262271 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,00763000989781     ,5597560            ,50271207 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00763000989781     ,5597560            ,50271207 ,PV01 , 1303 ,                70 ,线切割                   ,0.83 ,   2.5 ,
器械         ,00763000989781     ,5597560            ,50271208 ,PV02 , 1303 ,                20 ,车削                    ,0.0  ,       ,
器械         ,00763000989781     ,5597560            ,50271208 ,PV02 , 1303 ,                80 ,线切割                   ,0.83 ,   2.5 ,
器械         ,00885074230405     ,6956193            ,50272594 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00885074234670     ,6956201            ,50272588 ,PV01 , 1303 ,                10 ,纵切                    ,0.65 ,  24.0 ,
器械         ,00885074396361     ,7480931            ,50209836 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,04546540113030     ,702640             ,50209488 ,PV01 , 1303 ,                50 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,2030006-01         ,2030006-01         ,50190487 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   5.0 ,
器械         ,2030006-02         ,2030006-02         ,50190500 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   5.0 ,
器械         ,2030006-03         ,2030006-03         ,50190514 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
