Material Number,CFN,Group,Ver.,Plant,Group Counter,Sequence,Operation/activity,Operation description,Work Center,Base Quantity,Task list UOM,Machine,Unit (Machine),Labor,Unit (Labor),Fix lot size,Min lot size,Rounding Value,Max lot size
36350000-03,36350000-03,50267528,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,0.883,S,0.0,290.0,0.0,580.0
36350000-03,36350000-03,50267528,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,60.0,S,0.0,290.0,0.0,580.0
36350000-03,36350000-03,50267528,PV01,1303,1,0,50,包装,P01-10,1,EA,0.0,S,2.069,S,0.0,290.0,0.0,580.0
36350000-03,36350000-03,50267528,PV01,1303,1,0,60,阳极氧化（外协）,OSP-ANA,1,EA,0.0,S,0.0,S,0.0,290.0,0.0,580.0
36350000-03,36350000-03,50267528,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,10.345,S,0.0,290.0,0.0,580.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,2180.0,S,1130.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,30.0,S,90.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,60.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,50,包装,P01-10,1,EA,0.0,S,20.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,60,阳极氧化（外协）,OSP-ANA,1,EA,0.0,S,0.0,S,0.0,30.0,0.0,120.0
36354500-02,36354500-02,50267529,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,150.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,2180.0,S,1130.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,30.0,S,90.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,60.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,50,包装,P01-10,1,EA,0.0,S,20.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,60,阳极氧化（外协）,OSP-ANA,1,EA,0.0,S,0.0,S,0.0,30.0,0.0,120.0
36355000-02,36355000-02,50267530,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,150.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,2180.0,S,1130.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,30.0,S,90.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,60.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,50,包装,P01-10,1,EA,0.0,S,20.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,60,阳极氧化（外协）,OSP-ANA,1,EA,0.0,S,0.0,S,0.0,30.0,0.0,120.0
36355500-02,36355500-02,50267531,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,150.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,10,纵切车,KSL08-07,1,EA,2180.0,S,1130.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,20,研磨,KTU08-02,1,EA,30.0,S,90.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,30,清洗,C01-10,1,EA,0.0,S,60.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,40,钳工,B01-10,1,EA,0.0,S,240.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,50,包装,P01-10,1,EA,0.0,S,20.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,60,阳极氧化（外协）,OSP-ANA,1,EA,0.0,S,0.0,S,0.0,30.0,0.0,120.0
36356500-02,36356500-02,50267533,PV01,1303,1,0,70,终检,I01-10,1,EA,0.0,S,150.0,S,0.0,30.0,0.0,120.0
00199150002153,59325017,50273186,PV01,1303,1,0,10,注塑,KAM08-08,1,EA,600.0,S,636.0,S,0.0,20.0,20.0,100.0
00199150002153,59325017,50273186,PV01,1303,1,0,20,激光打标,KLE08-06,1,EA,180.0,S,180.0,S,0.0,20.0,20.0,100.0
00199150002153,59325017,50273186,PV01,1303,1,0,30,点钝化,L01-08,1,EA,0.0,S,120.0,S,0.0,20.0,20.0,100.0
00199150002153,59325017,50273186,PV01,1303,1,0,40,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,20.0,20.0,100.0
00199150002153,59325017,50273186,PV01,1303,1,0,50,包装,P01-08,1,EA,0.0,S,120.0,S,0.0,20.0,20.0,100.0
00613994105875,6957305,50212368,PV01,1303,1,0,10,激光打标,KLE08-06,1,EA,180.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994105875,6957305,50212368,PV01,1303,1,0,20,点钝化,L01-08,1,EA,0.0,S,120.0,S,0.0,50.0,50.0,300.0
00613994105875,6957305,50212368,PV01,1303,1,0,30,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994105875,6957305,50212368,PV01,1303,1,0,40,包装,P01-08,1,EA,0.0,S,300.0,S,0.0,50.0,50.0,300.0
00613994105905,6957300,50209463,PV01,1303,1,0,10,激光打标,KLE08-06,1,EA,60.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994105905,6957300,50209463,PV01,1303,1,0,20,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994105905,6957300,50209463,PV01,1303,1,0,30,终检,I01-08,1,EA,0.0,S,120.0,S,0.0,50.0,50.0,300.0
00613994105905,6957300,50209463,PV01,1303,1,0,40,包装,P01-08,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994111609,9198990,50216608,PV01,1303,1,0,10,激光打标,KLE08-06,1,EA,600.0,S,600.0,S,0.0,50.0,50.0,300.0
00613994111609,9198990,50216608,PV01,1303,1,0,20,点钝化,L01-08,1,EA,0.0,S,330.0,S,0.0,50.0,50.0,300.0
00613994111609,9198990,50216608,PV01,1303,1,0,30,终检,I01-08,1,EA,0.0,S,300.0,S,0.0,50.0,50.0,300.0
00613994111609,9198990,50216608,PV01,1303,1,0,40,包装,P01-08,1,EA,0.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994117939,9198991,50216310,PV01,1303,1,0,10,激光打标,KLE08-06,1,EA,60.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994117939,9198991,50216310,PV01,1303,1,0,20,点钝化,L01-08,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994117939,9198991,50216310,PV01,1303,1,0,30,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994117939,9198991,50216310,PV01,1303,1,0,40,包装,P01-08,1,EA,0.0,S,300.0,S,0.0,50.0,50.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120656,9290725,50266884,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120663,9290730,50266903,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120670,9290825,50266886,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120687,9290830,50266904,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120694,9290925,50266888,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120700,9290930,50266905,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120717,9291025,50266890,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,0.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,140,点钝化,L01-08,1,EA,0.0,S,108.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,150,终检,I01-08,1,EA,0.0,S,180.0,S,0.0,50.0,50.0,300.0
00613994120724,9291030,50217538,PV01,1303,1,0,160,包装,P01-08,1,EA,0.0,S,18.0,S,0.0,50.0,50.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,10,氩弧焊,KWE08-01,1,EA,0.0,S,900.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,20,钳工,B01-08,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,30,抛光,KPO08-03,1,EA,0.0,S,180.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,40,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,50,非真空热处理,KHT08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,60,电解,KEP08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,70,喷砂,KBL08-01,1,EA,0.0,S,60.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,80,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,90,镀铬（外协）,OSP-CH,1,EA,0.0,S,0.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,100,清洗,C01-08,1,EA,0.0,S,40.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,110,钝化,KPL08-03,1,EA,0.0,S,30.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,120,涂色,KAM08-01,1,EA,0.0,S,90.0,S,0.0,50.0,0.0,300.0
00613994120731,9291125,50266892,PV01,1303,1,0,130,激光打标,KLE08-06,1,EA,0.0,S,120.0,S,0.0,50.0,0.0,300.0
