ERPCode,Material_Name,LogicalFlowPath,DateEnteredStep,Product_Name,Product_Description,DrawingProductNumber_Value,ERPProdSupervisor,ERPMRPController,Resource,Resource Description,ResourceType,Area_Name,Last_TrackIn_Service,ProductionOrder,ProductionOrderVersion,ERPOperation,Step_Name,PrimaryUnits,SecondaryUnits,Step_In_PrimaryQuantity,Step_In_Date,First_TrackIn_Date,First_TrackIn_PrimaryQuantity,First_TrackIn_User,Last_TrackIn_Date,Last_TrackIn_User,Last_TrackIn_PrimaryQuantity,Last_TrackIn_SecondaryQuantity,TrackOutDate,TrackOut_PrimaryQuantity,TrackOut_User,Last_Transaction_PrimaryQuantity,Last_Transaction_Date,Material_State,Step_Duration_Minute,Ordertype
1303,K24A2066,CZM 50210119/0010 CZM 线切割/CZM 线切割,47:37.7,858-957-11,FEMALE LEAF SPRING,858-957-11,CIN,210,CZM 769 线切割 WEDM,769 线切割 WEDM,,CZM 线切割 WEDM,CZM 线切割 WEDM,,,10,CZM 线切割,EA,,300,47:37.8,55:18.7,300,ENT\YANGZ48,55:18.7,ENT\YANGZ48,300,0,34:11.0,106,ENT\CHENS84,106,34:11.2,Processed,219939,
1303,K24A2066,CZM 50210119/0010 CZM 线切割/CZM 线切割,47:37.7,858-957-11,FEMALE LEAF SPRING,858-957-11,CIN,210,CZM 769 线切割 WEDM,769 线切割 WEDM,,CZM 线切割 WEDM,CZM 线切割 WEDM,228032737,PV01,10,CZM 线切割,EA,,300,47:37.8,55:18.7,300,ENT\YANGZ48,55:18.7,ENT\YANGZ48,300,0,34:11.0,106,ENT\CHENS84,106,34:11.2,Processed,219939,Production
1303,K24E3188-002,CZM 50213062/0060 CZM 线切割-慢丝（可外协）/CZM 线切割-慢丝（可外协）,31:55.5,M463501B125,RING GEAR-20mm INSERTER-4360120-06,4360120-06,CIN,208,,,,,,228926630,PV01,60,CZM 线切割-慢丝（可外协）,,,347,25:58.7,,,,,,,,25:59.0,347,ENT\YANGZ48,347,25:59.3,Processed,,Production
1303,K24L5078,CZM 50192380/0180 CZM 包装/CZM 包装,24:55.2,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM M022 包装 Package,M022 包装 Package,,CZM 后处理 Post process,CZM 包装 Package,230210604,PV01,180,CZM 包装,EA,,106,24:55.2,42:56.4,106,ENT\ZHANGL67,42:56.4,ENT\ZHANGL67,106,0,24:00.8,106,ENT\ZHANGL67,106,24:00.9,Processed,42,Production
1303,K24L5078,CZM 50192380/0130 CZM 清洗/CZM 清洗,43:46.0,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM 625 清洗线 Cleaning Line,625 清洗线 Cleaning Line,,CZM 后处理 Post process,CZM 清洗 Cleaning,230210604,PV01,130,CZM 清洗,EA,,114,43:46.0,19:21.2,114,ENT\ZHOUJ53,19:21.2,ENT\ZHOUJ53,114,0,19:24.8,114,ENT\ZHOUJ53,114,19:24.8,Processed,0,Production
1303,K24L5078,CZM 50192380/0150 CZM 激光打标/CZM 激光打标,20:36.4,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM 867 激光打标机 Laser marking,867 激光打标机 Laser marking,,CZM 后处理 Post process,CZM 激光打标 Laser Marking,230210604,PV01,150,CZM 激光打标,EA,,114,20:36.4,20:57.4,114,ENT\ZHOUJ53,20:57.4,ENT\ZHOUJ53,114,0,21:01.2,114,ENT\ZHOUJ53,114,21:01.2,Processed,1,Production
1303,K24L5078,CZM 50192380/0160 CZM 点钝化/CZM 点钝化,21:04.5,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM M023 点钝化 Spot Passivating,M023 点钝化 Spot Passivating,,CZM 后处理 Post process,CZM 局部钝化 Spot Passivating,230210604,PV01,160,CZM 点钝化,EA,,114,21:04.5,22:48.4,114,ENT\ZHOUJ53,22:48.4,ENT\ZHOUJ53,114,0,22:52.1,114,ENT\ZHOUJ53,114,22:52.1,Processed,0,Production
1303,K24L5078,CZM 50192380/0170 CZM 终检/CZM 终检,22:54.9,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230210604,PV01,170,CZM 终检,EA,,114,22:54.9,23:00.3,114,ENT\ZHOUJ53,23:00.3,ENT\ZHOUJ53,114,0,24:52.0,106,ENT\ZHOUJ53,106,24:52.0,Processed,1,Production
1303,K24L5078,CZM 50192380/0140 CZM 钝化/CZM 钝化,19:51.9,00643169523937,TRIAL 2150320 PLATE TRIAL 20MM,2150320,CIN,209,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230210604,PV01,140,CZM 钝化,EA,,114,19:51.9,20:24.9,114,ENT\ZHOUJ53,20:24.9,ENT\ZHOUJ53,114,0,20:32.1,114,ENT\ZHOUJ53,114,20:32.2,Processed,0,Production
1303,K24M3344,CZM 50209204/0110 CZM 清洗/CZM 清洗,17:02.5,6550038-01,5.5/6.0 VOYAGER SAS INNER SHAFT,6550038-01,CIN,208,CZM M028 手工清洗 Manual cleaning,CZM 清洗 Cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230380016,PV01,110,CZM 清洗,EA,,34,17:02.5,36:24.4,34,ENT\FENGM6,36:24.4,ENT\FENGM6,34,0,53:56.1,34,ENT\FENGM6,34,53:56.2,Processed,17,Production
1303,K24M3344,CZM 50209204/0120 CZM 终检/CZM 终检,53:59.3,6550038-01,5.5/6.0 VOYAGER SAS INNER SHAFT,6550038-01,CIN,208,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230380016,PV01,120,CZM 终检,EA,,34,53:59.3,42:21.1,34,ENT\XUS35,42:21.1,ENT\XUS35,34,0,03:54.4,34,ENT\XUS35,34,03:54.8,Processed,21,Production
1303,K24M3344,CZM 50209204/0100 CZM 镀铬（外协）/CZM 镀铬（外协）,15:13.4,6550038-01,5.5/6.0 VOYAGER SAS INNER SHAFT,6550038-01,CIN,208,CZM O015 镀铬（外协） Chrome Coating (Outsourcing),O015 镀铬（外协） Chrome Coating (Outsourcing),,CZM 外协 Outsourcing,CZM 镀铬（外协） Chrome Coating (Outsourcing),230380016,PV01,100,CZM 镀铬（外协）,EA,,36,15:13.4,19:02.8,36,ENT\HUOY1,19:02.8,ENT\HUOY1,36,0,16:59.1,34,ENT\XUANY1,34,16:59.1,Processed,45057,Production
1303,K24M5008,CZM 50256056/0230 CZM 包装/CZM 包装,29:37.3,00763000712006,GUIDE 6550043 MDLX PREASSEMBLE INNER ROD,6550043,CIN,209,CZM M022 包装 Package,M022 包装 Package,,CZM 后处理 Post process,CZM 包装 Package,230226686,PV01,230,CZM 包装,EA,,42,29:37.3,02:45.4,42,ENT\ZHANGL67,02:45.4,ENT\ZHANGL67,42,0,19:39.0,42,ENT\ZHANGL67,42,19:39.0,Processed,17,Production
1303,K25A3051,CZM 50201087/0120 CZM 清洗/CZM 清洗,12:20.5,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM M026 手工清洗 Manual cleaning,M026 手工清洗 Manual cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230404357,PV01,120,CZM 清洗,EA,,14,12:20.5,12:39.6,14,ENT\XUS35,12:39.6,ENT\XUS35,14,0,12:44.9,14,ENT\XUS35,14,12:45.0,Processed,0,Production
1303,K25A3051,CZM 50201087/0140 CZM 终检/CZM 终检,13:03.0,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230404357,PV01,140,CZM 终检,EA,,14,13:03.0,13:07.6,14,ENT\XUS35,13:07.6,ENT\XUS35,14,0,13:12.2,14,ENT\XUS35,14,13:12.2,Processed,0,Production
1303,K25A3051,CZM 50201087/0130 CZM 钝化/CZM 钝化,12:49.1,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230404357,PV01,130,CZM 钝化,EA,,14,12:49.1,12:53.6,14,ENT\XUS35,12:53.6,ENT\XUS35,14,0,12:58.3,14,ENT\XUS35,14,12:58.3,Processed,0,Production
1303,K25A3051,CZM 50201087/0110 CZM 镀铬（外协）/CZM 镀铬（外协）,05:58.1,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM O015 镀铬（外协） Chrome Coating (Outsourcing),O015 镀铬（外协） Chrome Coating (Outsourcing),,CZM 外协 Outsourcing,CZM 镀铬（外协） Chrome Coating (Outsourcing),230404357,PV01,110,CZM 镀铬（外协）,EA,,15,05:58.1,17:32.2,15,ENT\HUOY1,17:32.2,ENT\HUOY1,15,0,12:16.1,14,ENT\XUS35,14,12:16.1,Processed,11875,Production
1303,K25A3118,CZM 50201087/0120 CZM 清洗/CZM 清洗,28:58.3,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM M026 手工清洗 Manual cleaning,M026 手工清洗 Manual cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230459279,PV01,120,CZM 清洗,EA,,18,28:58.3,34:42.9,18,ENT\SHIY47,34:42.9,ENT\SHIY47,18,0,28:08.5,18,ENT\SHIY47,18,28:08.5,Processed,54,Production
1303,K25A3118,CZM 50201087/0140 CZM 终检/CZM 终检,57:35.0,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230459279,PV01,140,CZM 终检,EA,,18,57:35.0,59:25.0,18,ENT\XUS35,59:25.0,ENT\XUS35,18,0,59:29.2,18,ENT\XUS35,18,59:29.2,Processed,0,Production
1303,K25A3118,CZM 50201087/0130 CZM 钝化/CZM 钝化,28:11.4,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230459279,PV01,130,CZM 钝化,EA,,18,28:11.4,37:00.1,18,ENT\MAX16,37:00.1,ENT\MAX16,18,0,57:32.3,18,ENT\MAX16,18,57:32.4,Processed,8180,Production
1303,K25A3118,CZM 50201087/0110 CZM 镀铬（外协）/CZM 镀铬（外协）,34:22.3,5484391-01-01,INLINE IMPLANT HOLDER ARM No.1,5484391-01-01,CIN,201,CZM O015 镀铬（外协） Chrome Coating (Outsourcing),O015 镀铬（外协） Chrome Coating (Outsourcing),,CZM 外协 Outsourcing,CZM 镀铬（外协） Chrome Coating (Outsourcing),230459279,PV01,110,CZM 镀铬（外协）,EA,,20,34:22.3,48:49.6,20,ENT\HUOY1,48:49.6,ENT\HUOY1,20,0,28:55.3,18,ENT\XUANY1,18,28:55.4,Processed,13180,Production
1303,K25A5007,CZM 50256056/0230 CZM 包装/CZM 包装,21:11.4,00763000712006,GUIDE 6550043 MDLX PREASSEMBLE INNER ROD,6550043,CIN,209,CZM M022 包装 Package,M022 包装 Package,,CZM 后处理 Post process,CZM 包装 Package,230390765,PV01,230,CZM 包装,EA,,57,21:11.4,21:17.0,57,ENT\ZHANGL67,47:39.1,ENT\ZHANGL67,57,0,47:44.9,57,ENT\ZHANGL67,57,47:45.0,Processed,26,Production
1303,K25A5007,CZM 50256056/0220 CZM 终检/CZM 终检,06:06.7,00763000712006,GUIDE 6550043 MDLX PREASSEMBLE INNER ROD,6550043,CIN,209,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230390765,PV01,220,CZM 终检,EA,,57,06:06.7,21:02.0,57,ENT\ZHANGL67,21:02.0,ENT\ZHANGL67,57,0,21:07.7,57,ENT\ZHANGL67,57,21:07.7,Processed,0,Production
1303,K25A5008,CZM 50256056/0230 CZM 包装/CZM 包装,24:27.8,00763000712006,GUIDE 6550043 MDLX PREASSEMBLE INNER ROD,6550043,CIN,209,CZM M022 包装 Package,M022 包装 Package,,CZM 后处理 Post process,CZM 包装 Package,230390766,PV01,230,CZM 包装,EA,,57,24:27.8,24:33.7,57,ENT\ZHANGL67,24:33.7,ENT\ZHANGL67,57,0,44:44.8,57,ENT\ZHANGL67,57,44:44.9,Processed,20,Production
1303,K25A5008,CZM 50256056/0220 CZM 终检/CZM 终检,46:15.8,00763000712006,GUIDE 6550043 MDLX PREASSEMBLE INNER ROD,6550043,CIN,209,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230390766,PV01,220,CZM 终检,EA,,57,46:15.8,24:19.7,57,ENT\ZHANGL67,24:19.7,ENT\ZHANGL67,57,0,24:24.3,57,ENT\ZHANGL67,57,24:24.4,Processed,0,Production
1303,K25B2160,CZM 50208802/0020 CZM 数控铣/CZM 数控铣,39:16.8,6550013-01-01,ROD TEMPLATE SCALE UPPER ARM,6550013-01-01,CIN,210,CZM 808 加工中心 Milling center,808 加工中心 Milling center,,CZM 加工中心 Milling Center,CZM 数控铣 CNC Milling,230707911,PV01,20,CZM 数控铣,EA,,40,39:16.8,38:26.4,40,ENT\JIL2,38:26.4,ENT\JIL2,40,0,23:46.0,38,ENT\LIX17,38,23:46.0,Processed,71685,Production
1303,K25B2160,CZM 50208802/0030 CZM 清洗/CZM 清洗,24:04.6,6550013-01-01,ROD TEMPLATE SCALE UPPER ARM,6550013-01-01,CIN,210,CZM 948 清洗机 Cleaning Machine,948 清洗机 Cleaning Machine,,CZM 后处理 Post process,CZM 清洗 Cleaning,230707911,PV01,30,CZM 清洗,EA,,38,24:04.6,19:51.7,38,ENT\XUF15,19:51.7,ENT\XUF15,38,0,15:14.8,38,ENT\XUF15,38,15:14.8,Processed,176,Production
1303,K25B2160,CZM 50208802/0040 CZM 终检/CZM 终检,15:21.5,6550013-01-01,ROD TEMPLATE SCALE UPPER ARM,6550013-01-01,CIN,210,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230707911,PV01,40,CZM 终检,EA,,38,15:21.5,12:33.4,38,ENT\XIAF5,12:33.4,ENT\XIAF5,38,0,12:38.4,38,ENT\XIAF5,38,12:38.5,Processed,0,Production
1303,K25B3018,CZM 50201171/0120 CZM 清洗/CZM 清洗,44:16.9,5484391-02,INLINE IMPLANT HOLDER ARM2,5484391-02,CIN,201,CZM M026 手工清洗 Manual cleaning,M026 手工清洗 Manual cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230626164,PV01,120,CZM 清洗,EA,,22,44:16.9,22:41.4,22,ENT\GUZ2,22:41.4,ENT\GUZ2,22,0,22:45.6,22,ENT\GUZ2,22,22:45.7,Processed,0,Production
1303,K25B3018,CZM 50201171/0140 CZM 终检/CZM 终检,23:27.9,5484391-02,INLINE IMPLANT HOLDER ARM2,5484391-02,CIN,201,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230626164,PV01,140,CZM 终检,EA,,22,23:27.9,23:35.5,22,ENT\GUZ2,23:35.5,ENT\GUZ2,22,0,23:44.0,22,ENT\GUZ2,22,23:44.0,Processed,0,Production
1303,K25B3018,CZM 50201171/0130 CZM 钝化/CZM 钝化,22:50.0,5484391-02,INLINE IMPLANT HOLDER ARM2,5484391-02,CIN,201,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230626164,PV01,130,CZM 钝化,EA,,22,22:50.0,23:17.0,22,ENT\GUZ2,23:17.0,ENT\GUZ2,22,0,23:23.1,22,ENT\GUZ2,22,23:23.1,Processed,0,Production
1303,K25B3162,CZM 50268430/0190 CZM 包装/CZM 包装,13:21.7,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M021 包装 Package,M021 包装 Package,,CZM 后处理 Post process,CZM 包装 Package,230716865,PV01,190,CZM 包装,EA,,1,13:21.7,20:52.4,1,ENT\ZHANGZ18,20:52.4,ENT\ZHANGZ18,1,0,20:57.5,1,ENT\ZHANGZ18,1,20:57.5,Processed,0,Production
1303,K25B3162,CZM 50268430/0100 CZM 喷砂/CZM 喷砂,42:04.7,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 448 喷砂机 Bead blasting,448 喷砂机 Bead blasting,,CZM 后处理 Post process,CZM 喷砂 Bead blasting,230716865,PV01,100,CZM 喷砂,EA,,1,42:04.7,50:34.3,1,ENT\NIH1,50:34.3,ENT\NIH1,1,0,55:55.6,1,ENT\NIH1,1,55:55.6,Processed,5,Production
1303,K25B3162,CZM 50268430/0040 CZM 抛光/CZM 抛光,04:48.5,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 720 抛光机 Polish Machine,720 抛光机 Polish Machine,,CZM 后处理 Post process,CZM 抛光 Polishing,230716865,PV01,40,CZM 抛光,EA,,1,04:48.5,24:56.8,1,ENT\ZHENT2,24:56.8,ENT\ZHENT2,1,0,27:19.4,1,ENT\ZHENT2,1,27:19.4,Processed,183,Production
1303,K25B3162,CZM 50268430/0150 CZM 涂色/CZM 涂色,54:00.8,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M025 涂色 Epoxy Ink,M025 涂色 Epoxy Ink,,CZM 后处理 Post process,CZM 涂色 Epoxy Ink,230716865,PV01,150,CZM 涂色,EA,,1,54:00.8,42:18.1,1,ENT\ZHANGG12,42:18.1,ENT\ZHANGG12,1,0,38:16.9,1,ENT\ZHANGG12,1,38:16.9,Processed,176,Production
1303,K25B3162,CZM 50268430/0050 CZM 清洗/CZM 清洗,27:23.3,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 625 清洗线 Cleaning Line,625 清洗线 Cleaning Line,,CZM 后处理 Post process,CZM 清洗 Cleaning,230716865,PV01,50,CZM 清洗,EA,,1,27:23.3,11:00.5,1,ENT\SHIL7,11:00.5,ENT\SHIL7,1,0,21:19.4,1,ENT\SHIL7,1,21:19.4,Processed,190,Production
1303,K25B3162,CZM 50268430/0080 CZM 清洗/CZM 清洗,17:07.3,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 948 清洗机 Cleaning Machine,948 清洗机 Cleaning Machine,,CZM 后处理 Post process,CZM 清洗 Cleaning,230716865,PV01,80,CZM 清洗,EA,,1,17:07.3,46:32.2,1,ENT\YANX8,46:32.2,ENT\YANX8,1,0,33:18.7,1,ENT\YANX8,1,33:18.8,Processed,227,Production
1303,K25B3162,CZM 50268430/0110 CZM 清洗/CZM 清洗,55:59.6,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M028 手工清洗 Manual cleaning,CZM 清洗 Cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230716865,PV01,110,CZM 清洗,EA,,1,55:59.6,28:12.1,1,ENT\YANGQ21,28:12.1,ENT\YANGQ21,1,0,31:32.7,1,ENT\YANGQ21,1,31:32.9,Processed,3,Production
1303,K25B3162,CZM 50268430/0130 CZM 清洗/CZM 清洗,53:42.4,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M026 手工清洗 Manual cleaning,M026 手工清洗 Manual cleaning,,CZM 后处理 Post process,CZM 清洗 Cleaning,230716865,PV01,130,CZM 清洗,EA,,1,53:42.4,17:43.7,1,ENT\JUJ5,17:43.7,ENT\JUJ5,1,0,19:57.9,1,ENT\JUJ5,1,19:57.9,Processed,2,Production
1303,K25B3162,CZM 50268430/0160 CZM 激光打标/CZM 激光打标,38:21.0,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 793 激光打标机 Laser marking,793 激光打标机 Laser marking,,CZM 后处理 Post process,CZM 激光打标 Laser Marking,230716865,PV01,160,CZM 激光打标,EA,,1,38:21.0,41:20.5,1,ENT\SHIZ5,41:20.5,ENT\SHIZ5,1,0,33:09.3,1,ENT\SHIZ5,1,33:09.4,Processed,1072,Production
1303,K25B3162,CZM 50268430/0170 CZM 点钝化/CZM 点钝化,33:18.5,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M024 点钝化 Spot Passivating,M024 点钝化 Spot Passivating,,CZM 后处理 Post process,CZM 局部钝化 Spot Passivating,230716865,PV01,170,CZM 点钝化,EA,,1,33:18.5,14:14.2,1,ENT\HUAC3,14:14.2,ENT\HUAC3,1,0,14:19.7,1,ENT\HUAC3,1,14:19.7,Processed,0,Production
1303,K25B3162,CZM 50268430/0090 CZM 电解/CZM 电解,33:24.2,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 1367 电解线 Electropolish line,CZM 电解线 Electropolish line,,CZM 后处理 Post process,CZM 电解 Electropolishing,230716865,PV01,90,CZM 电解,EA,,1,33:24.2,24:23.5,1,ENT\CHENY175,24:23.5,ENT\CHENY175,1,0,41:59.9,1,ENT\CHENY175,1,41:59.9,Processed,77,Production
1303,K25B3162,CZM 50268430/0020 CZM 纵切车/CZM 纵切车,03:45.4,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 790 纵切车床 Swiss Turning,790 纵切车床 Swiss Turning,,CZM 纵切中心 Swiss turning,CZM 纵切车 Swiss turning,230716865,PV01,20,CZM 纵切车,EA,,10,03:45.5,32:15.0,10,ENT\CHENH16,32:15.0,ENT\CHENH16,10,0,00:31.9,1,ENT\CHENH16,1,00:32.0,Processed,88,Production
1303,K25B3162,CZM 50268430/0180 CZM 终检/CZM 终检,14:27.7,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230716865,PV01,180,CZM 终检,EA,,1,14:27.7,13:16.6,1,ENT\XUD18,13:16.6,ENT\XUD18,1,0,13:19.4,1,ENT\XUD18,1,13:19.4,Processed,0,Production
1303,K25B3162,CZM 50268430/0140 CZM 钝化/CZM 钝化,20:03.5,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230716865,PV01,140,CZM 钝化,EA,,1,20:03.5,19:22.9,1,ENT\MAX16,19:22.9,ENT\MAX16,1,0,53:56.0,1,ENT\WEIY19,1,53:56.0,Processed,394,Production
1303,K25B3162,CZM 50268430/0030 CZM 钳工/CZM 钳工,00:44.1,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M001 器械钳工 Instrument Benchwork,M001 器械钳工 Instrument Benchwork,,CZM 后处理 Post process,CZM 器械钳工 Instrument Benchwork,230716865,PV01,30,CZM 钳工,EA,,1,00:44.1,57:29.8,1,ENT\LIJ166,57:29.8,ENT\LIJ166,1,0,04:39.9,1,ENT\LIJ166,1,04:40.2,Processed,7,Production
1303,K25B3162,CZM 50268430/0070 CZM 钳工/CZM 钳工,04:56.3,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM M003 器械钳工 Instrument Benchwork,M003 器械钳工 Instrument Benchwork,,CZM 后处理 Post process,CZM 器械钳工 Instrument Benchwork,230716865,PV01,70,CZM 钳工,EA,,1,04:56.3,16:48.1,1,ENT\FENGM3,16:48.1,ENT\FENGM3,1,0,16:59.6,1,ENT\FENGM3,1,16:59.6,Processed,0,Production
1303,K25B3162,CZM 50268430/0120 CZM 镀铬（外协）/CZM 镀铬（外协）,31:36.4,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM O015 镀铬（外协） Chrome Coating (Outsourcing),O015 镀铬（外协） Chrome Coating (Outsourcing),,CZM 外协 Outsourcing,CZM 镀铬（外协） Chrome Coating (Outsourcing),230716865,PV01,120,CZM 镀铬（外协）,EA,,1,31:36.4,40:41.3,1,ENT\HUOY1,40:41.3,ENT\HUOY1,1,0,53:39.3,1,ENT\XUANY1,1,53:39.4,Processed,10273,Production
1303,K25B3162,CZM 50268430/0060 CZM 非真空热处理/CZM 非真空热处理,21:24.0,00763000703585,CAM SPREADER TRIAL 4000018 6 DEG 18MM,4000018,CIN,208,CZM 864 非真空热处理 Non Vacuum Heat Treatment,864 非真空热处理 Non Vacuum Heat Treatment,,CZM 后处理 Post process,CZM 非真空热处理 Non Vacuum Heat Treatment,230716865,PV01,60,CZM 非真空热处理,EA,,1,21:24.0,02:34.7,1,ENT\JINH13,02:34.7,ENT\JINH13,1,0,03:34.4,1,ENT\JINH13,1,03:34.5,Processed,421,Production
1303,K25B3168,CZM 50269633/0140 CZM 激光打标/CZM 激光打标,36:47.8,M463501B951,"TIP,RASP 12X20 ANGLED 20°  3280041-01",3280041-01,CIN,208,CZM 1316 激光打标机 Laser marking,1316 激光打标机 Laser marking,,CZM 后处理 Post process,CZM 激光打标 Laser Marking,230728872,PV01,140,CZM 激光打标,EA,,2,36:47.8,37:01.3,2,ENT\QINC5,37:01.3,ENT\QINC5,2,0,37:07.2,2,ENT\QINC5,2,37:07.9,Processed,0,Production
1303,K25B3168,CZM 50269633/0150 CZM 点钝化/CZM 点钝化,37:24.4,M463501B951,"TIP,RASP 12X20 ANGLED 20°  3280041-01",3280041-01,CIN,208,CZM M024 点钝化 Spot Passivating,M024 点钝化 Spot Passivating,,CZM 后处理 Post process,CZM 局部钝化 Spot Passivating,230728872,PV01,150,CZM 点钝化,EA,,2,37:24.4,37:39.3,2,ENT\QINC5,37:39.3,ENT\QINC5,2,0,49:08.4,2,ENT\QINC5,2,49:08.5,Processed,12,Production
1303,K25B3168,CZM 50269633/0160 CZM 终检/CZM 终检,49:11.4,M463501B951,"TIP,RASP 12X20 ANGLED 20°  3280041-01",3280041-01,CIN,208,CZM Q002 器械终检 Instrument Final inspection,CZM Q002 器械终检 Instrument Final inspection,,CZM 检验 Inspection,CZM 终检 Final Inspection,230728872,PV01,160,CZM 终检,EA,,2,49:11.4,11:28.3,2,ENT\XUS35,11:28.3,ENT\XUS35,2,0,11:31.4,2,ENT\XUS35,2,11:31.4,Processed,0,Production
1303,K25B3168,CZM 50269633/0130 CZM 钝化/CZM 钝化,20:08.5,M463501B951,"TIP,RASP 12X20 ANGLED 20°  3280041-01",3280041-01,CIN,208,CZM 897 钝化线 Passivating line,897 钝化线 Passivating line,,CZM 后处理 Post process,CZM 钝化 Passivating,230728872,PV01,130,CZM 钝化,EA,,2,20:08.5,36:34.0,2,ENT\QINC5,36:34.0,ENT\QINC5,2,0,36:40.8,2,ENT\QINC5,2,36:41.0,Processed,0,Production
